Customer ID,Order Date,Order Amount,Product,Category,Signup Date
CUST_0480,2025-02-22,920.0,Headphones,Electronics,2025-01-15
CUST_0407,2025-11-18,66.0,Cushion,Home,2024-09-11
CUST_0550,2025-04-23,364.0,Jacket,Clothing,2025-03-23
CUST_0391,2025-05-25,522.0,Headphones,Electronics,2024-05-10
CUST_0575,2025-01-23,351.0,Rug,Home,2024-08-09
CUST_0932,2025-08-22,79.0,Sneakers,Clothing,2024-08-29
CUST_0312,2025-06-17,280.0,Laptop,Electronics,2024-01-30
CUST_0465,2025-06-02,234.0,Clock,Home,2024-11-25
CUST_0907,2025-04-27,446.0,Lamp,Home,2024-02-28
CUST_0975,2025-01-19,262.0,Mouse,Electronics,2024-04-08
CUST_0876,2025-01-23,596.0,Mouse,Electronics,2024-01-18
CUST_0063,2025-02-11,82.0,Jeans,Clothing,2024-07-23
CUST_0094,2025-10-04,60.0,Monitor,Electronics,2024-10-30
CUST_0129,2025-10-23,888.0,Laptop,Electronics,2024-03-24
CUST_0222,2025-09-04,832.0,Mouse,Electronics,2024-07-15
CUST_0003,2024-10-06,592.0,Headphones,Electronics,2023-12-28
CUST_0677,2025-02-02,406.0,Laptop,Electronics,2025-01-20
CUST_0332,2025-07-21,92.0,Mouse,Electronics,2025-07-17
CUST_0117,2025-09-13,498.0,Keyboard,Electronics,2024-08-28
CUST_0112,2025-04-18,334.0,Rug,Home,2024-08-30
CUST_0888,2025-09-21,254.0,Cushion,Home,2025-04-06
CUST_0491,2025-05-08,271.0,T-Shirt,Clothing,2024-03-23
CUST_0921,2025-08-16,95.0,Hat,Clothing,2025-07-27
CUST_0649,2025-09-25,215.0,Cushion,Home,2024-02-04
CUST_0465,2025-08-10,70.0,Vase,Home,2024-11-25
CUST_0671,2025-09-26,240.0,Rug,Home,2025-04-13
CUST_0348,2025-10-27,232.0,Sneakers,Clothing,2024-08-30
CUST_0321,2024-11-10,371.0,Jeans,Clothing,2024-02-23
CUST_0852,2024-09-12,138.0,Keyboard,Electronics,2024-06-17
CUST_0134,2025-11-18,614.0,Monitor,Electronics,2025-02-07
CUST_0421,2025-02-14,464.0,Vase,Home,2024-02-18
CUST_0295,2025-11-08,73.0,Jacket,Clothing,2025-01-05
CUST_0673,2025-09-07,398.0,Laptop,Electronics,2025-01-04
CUST_0781,2025-11-03,433.0,Rug,Home,2025-09-29
CUST_0786,2025-10-18,365.0,Clock,Home,2025-03-23
CUST_0952,2024-11-12,318.0,Headphones,Electronics,2024-02-13
CUST_0348,2025-02-25,930.0,Headphones,Electronics,2024-08-30
CUST_0072,2025-02-20,66.0,Lamp,Home,2024-12-10
CUST_0430,2025-07-19,209.0,Jeans,Clothing,2024-04-11
CUST_0965,2025-06-17,472.0,Lamp,Home,2024-08-31
CUST_0633,2024-11-19,159.0,Lamp,Home,2024-10-25
CUST_0622,2025-09-09,130.0,Jacket,Clothing,2025-05-19
CUST_0441,2025-01-24,269.0,Hat,Clothing,2024-11-29
CUST_0226,2025-03-11,23.0,Lamp,Home,2024-02-01
CUST_0786,2025-04-27,187.0,Jacket,Clothing,2025-03-23
CUST_0441,2025-02-26,584.0,Keyboard,Electronics,2024-11-29
CUST_0854,2025-03-31,922.0,Keyboard,Electronics,2024-04-03
CUST_0471,2024-09-04,239.0,Hat,Clothing,2024-06-17
CUST_0428,2025-02-22,60.0,Keyboard,Electronics,2024-05-02
CUST_0971,2025-10-21,65.0,Jacket,Clothing,2025-08-03
CUST_0447,2025-07-01,222.0,Lamp,Home,2024-05-17
CUST_0227,2025-01-10,562.0,Laptop,Electronics,2024-07-24
CUST_0199,2025-11-22,392.0,Jacket,Clothing,2025-08-15
CUST_0152,2024-11-22,302.0,Headphones,Electronics,2024-03-26
CUST_0779,2024-08-16,514.0,Keyboard,Electronics,2024-05-31
CUST_0460,2025-08-11,185.0,Clock,Home,2024-01-11
CUST_0155,2025-08-05,492.0,Keyboard,Electronics,2024-05-12
CUST_0606,2025-07-11,57.0,Hat,Clothing,2025-06-27
CUST_0059,2025-06-28,350.0,T-Shirt,Clothing,2024-06-16
CUST_0630,2025-05-30,256.0,Vase,Home,2024-07-30
CUST_0757,2024-05-16,353.0,Hat,Clothing,2024-04-04
CUST_0514,2025-10-22,144.0,Keyboard,Electronics,2025-10-13
CUST_0732,2024-10-03,40.0,Rug,Home,2024-08-21
CUST_0450,2025-06-16,101.0,Clock,Home,2023-12-28
CUST_0397,2025-08-20,46.0,Hat,Clothing,2024-06-28
CUST_0068,2025-06-12,734.0,Monitor,Electronics,2024-12-26
CUST_0873,2025-11-16,190.0,Rug,Home,2025-06-01
CUST_0939,2025-02-09,86.0,Sneakers,Clothing,2024-02-17
CUST_0318,2025-06-01,436.0,Cushion,Home,2024-05-12
CUST_0970,2025-10-25,67.0,Clock,Home,2024-10-12
CUST_0371,2024-12-24,112.0,Jacket,Clothing,2024-12-15
CUST_0785,2025-08-13,180.0,Headphones,Electronics,2025-04-11
CUST_0808,2025-01-20,447.0,Clock,Home,2024-11-30
CUST_0678,2025-04-29,325.0,Rug,Home,2024-05-20
CUST_0852,2024-12-03,42.0,Vase,Home,2024-06-17
CUST_0244,2025-07-22,405.0,Cushion,Home,2025-03-31
CUST_0547,2025-09-14,482.0,Sneakers,Clothing,2025-08-15
CUST_0970,2025-07-31,413.0,Sneakers,Clothing,2024-10-12
CUST_0541,2025-02-03,860.0,Headphones,Electronics,2023-12-03
CUST_0054,2025-08-22,303.0,Jacket,Clothing,2024-09-28
CUST_0529,2024-08-16,410.0,T-Shirt,Clothing,2024-04-11
CUST_0526,2025-04-03,486.0,T-Shirt,Clothing,2025-01-18
CUST_0358,2025-03-29,222.0,T-Shirt,Clothing,2025-03-16
CUST_0084,2025-06-13,366.0,Laptop,Electronics,2024-05-26
CUST_0666,2025-01-02,78.0,Headphones,Electronics,2024-07-15
CUST_0713,2025-09-17,498.0,Keyboard,Electronics,2024-07-19
CUST_0020,2025-09-11,600.0,Headphones,Electronics,2025-08-10
CUST_0434,2024-05-04,174.0,Jeans,Clothing,2024-01-12
CUST_0655,2025-11-08,896.0,Laptop,Electronics,2025-07-14
CUST_0017,2025-06-01,143.0,Clock,Home,2024-07-13
CUST_0002,2025-03-22,466.0,Monitor,Electronics,2024-03-26
CUST_0537,2025-10-07,596.0,Monitor,Electronics,2025-07-07
CUST_0568,2025-10-22,42.0,Sneakers,Clothing,2025-10-21
CUST_0260,2024-02-19,196.0,T-Shirt,Clothing,2024-02-03
CUST_0107,2025-11-10,88.0,Cushion,Home,2025-04-27
CUST_0834,2025-09-05,752.0,Keyboard,Electronics,2024-10-11
CUST_0139,2025-08-12,38.0,Vase,Home,2025-08-04
CUST_0205,2025-02-04,283.0,Jacket,Clothing,2025-01-14
CUST_0485,2024-12-14,332.0,Headphones,Electronics,2024-03-30
CUST_0887,2025-09-10,83.0,Jacket,Clothing,2025-03-27
CUST_0410,2025-11-23,193.0,Sneakers,Clothing,2024-11-08
CUST_0510,2025-07-02,430.0,Cushion,Home,2024-06-21
CUST_0441,2025-10-03,340.0,Monitor,Electronics,2024-11-29
CUST_0677,2025-06-20,328.0,Sneakers,Clothing,2025-01-20
CUST_0455,2025-02-08,392.0,T-Shirt,Clothing,2024-08-13
CUST_0446,2024-12-19,58.0,Lamp,Home,2024-08-01
CUST_0526,2025-04-09,908.0,Headphones,Electronics,2025-01-18
CUST_0036,2024-09-16,836.0,Headphones,Electronics,2024-05-10
CUST_0973,2025-07-10,196.0,Monitor,Electronics,2024-09-23
CUST_0381,2025-11-13,180.0,Monitor,Electronics,2025-10-16
CUST_0666,2024-12-04,66.0,Laptop,Electronics,2024-07-15
CUST_0397,2024-10-26,380.0,Jacket,Clothing,2024-06-28
CUST_0293,2025-09-02,178.0,Laptop,Electronics,2024-12-25
CUST_0921,2025-11-17,722.0,Mouse,Electronics,2025-07-27
CUST_0556,2025-06-13,384.0,Jeans,Clothing,2025-03-31
CUST_0179,2025-03-31,82.0,Rug,Home,2024-03-26
CUST_0243,2025-09-15,204.0,T-Shirt,Clothing,2024-08-07
CUST_0823,2025-05-14,944.0,Monitor,Electronics,2024-08-05
CUST_0735,2025-11-14,230.0,Hat,Clothing,2025-08-14
CUST_0076,2024-11-09,250.0,T-Shirt,Clothing,2024-07-04
CUST_0132,2025-11-29,113.0,Clock,Home,2024-05-14
CUST_0515,2024-12-03,196.0,Monitor,Electronics,2024-11-05
CUST_0958,2025-02-07,478.0,Hat,Clothing,2024-06-22
CUST_0202,2025-11-16,84.0,Cushion,Home,2025-06-07
CUST_0096,2025-04-07,323.0,Rug,Home,2024-07-24
CUST_0675,2025-11-25,192.0,Clock,Home,2025-10-17
CUST_0846,2025-03-25,696.0,Laptop,Electronics,2025-03-11
CUST_0216,2025-09-01,347.0,Hat,Clothing,2024-11-13
CUST_0559,2024-12-19,267.0,Cushion,Home,2024-02-27
CUST_0416,2025-09-03,372.0,T-Shirt,Clothing,2025-06-19
CUST_0496,2025-10-16,660.0,Mouse,Electronics,2025-02-21
CUST_0327,2025-08-09,86.0,Sneakers,Clothing,2024-07-30
CUST_0109,2025-10-31,164.0,Keyboard,Electronics,2025-09-21
CUST_0100,2024-09-27,462.0,Sneakers,Clothing,2024-09-02
CUST_0887,2025-11-12,996.0,Mouse,Electronics,2025-03-27
CUST_0782,2024-11-24,259.0,Hat,Clothing,2024-09-04
CUST_0024,2025-10-09,254.0,Hat,Clothing,2025-09-28
CUST_0362,2024-04-05,546.0,Mouse,Electronics,2024-02-16
CUST_0689,2025-06-21,24.0,Hat,Clothing,2024-02-26
CUST_0904,2025-01-28,411.0,Cushion,Home,2024-05-03
CUST_0053,2025-11-12,205.0,Rug,Home,2025-06-20
CUST_0517,2025-06-06,442.0,Cushion,Home,2024-10-19
CUST_0122,2025-02-10,422.0,Keyboard,Electronics,2024-12-07
CUST_0962,2025-01-23,656.0,Headphones,Electronics,2024-07-20
CUST_0047,2024-02-24,862.0,Mouse,Electronics,2024-01-16
CUST_0621,2025-06-01,992.0,Mouse,Electronics,2024-09-11
CUST_0632,2025-11-23,192.0,Hat,Clothing,2024-11-10
CUST_0502,2025-04-16,208.0,T-Shirt,Clothing,2024-06-14
CUST_0427,2025-11-16,325.0,T-Shirt,Clothing,2025-06-20
CUST_0802,2025-08-15,389.0,Rug,Home,2024-01-01
CUST_0537,2025-10-12,72.0,Headphones,Electronics,2025-07-07
CUST_0196,2024-06-08,234.0,Jacket,Clothing,2024-05-20
CUST_0421,2025-07-15,466.0,Vase,Home,2024-02-18
CUST_0723,2024-09-25,307.0,Rug,Home,2024-05-07
CUST_0539,2025-08-01,255.0,Jeans,Clothing,2025-01-21
CUST_0363,2025-11-25,332.0,Cushion,Home,2025-06-05
CUST_0286,2025-11-03,172.0,Jeans,Clothing,2025-01-22
CUST_0707,2025-07-08,198.0,Sneakers,Clothing,2024-02-24
CUST_0739,2025-03-05,313.0,T-Shirt,Clothing,2024-10-16
CUST_0405,2025-10-26,82.0,Mouse,Electronics,2025-09-12
CUST_0355,2025-06-04,402.0,Cushion,Home,2024-10-21
CUST_0552,2025-07-15,90.0,Cushion,Home,2025-02-27
CUST_0246,2025-02-17,270.0,Monitor,Electronics,2024-06-14
CUST_0424,2024-12-11,71.0,Vase,Home,2024-01-08
CUST_0988,2025-08-05,708.0,Keyboard,Electronics,2024-10-28
CUST_0489,2025-07-29,368.0,Mouse,Electronics,2024-08-30
CUST_0788,2025-08-11,138.0,Clock,Home,2025-07-31
CUST_0960,2024-05-06,942.0,Keyboard,Electronics,2024-03-29
CUST_0038,2025-06-02,499.0,Jeans,Clothing,2024-11-11
CUST_0297,2025-03-31,620.0,Mouse,Electronics,2025-03-12
CUST_0344,2025-04-16,288.0,Hat,Clothing,2024-06-29
CUST_0872,2025-05-16,118.0,Jacket,Clothing,2023-12-17
CUST_0749,2025-06-01,387.0,Cushion,Home,2024-02-18
CUST_0810,2025-04-15,109.0,Rug,Home,2024-11-15
CUST_0416,2025-10-06,64.0,Cushion,Home,2025-06-19
CUST_0144,2025-04-15,23.0,Jeans,Clothing,2023-12-14
CUST_0772,2024-12-18,318.0,Jacket,Clothing,2024-03-20
CUST_0670,2025-08-24,51.0,Rug,Home,2025-02-21
CUST_0164,2025-04-28,492.0,Clock,Home,2024-10-03
CUST_0319,2024-05-29,208.0,Cushion,Home,2024-01-30
CUST_0137,2025-09-01,804.0,Keyboard,Electronics,2024-12-31
CUST_0719,2025-05-20,430.0,Hat,Clothing,2024-08-12
CUST_0254,2025-09-15,289.0,Lamp,Home,2025-03-25
CUST_0080,2025-10-10,964.0,Monitor,Electronics,2025-09-26
CUST_0154,2025-05-15,246.0,Hat,Clothing,2025-02-20
CUST_0598,2025-10-28,496.0,Monitor,Electronics,2025-06-25
CUST_0526,2025-08-18,49.0,Hat,Clothing,2025-01-18
CUST_0316,2025-11-01,300.0,Keyboard,Electronics,2025-04-30
CUST_0593,2024-08-20,392.0,Keyboard,Electronics,2024-07-14
CUST_0062,2025-10-14,166.0,T-Shirt,Clothing,2025-10-10
CUST_0785,2025-09-22,211.0,Vase,Home,2025-04-11
CUST_0891,2025-06-29,369.0,T-Shirt,Clothing,2024-06-08
CUST_0137,2025-11-30,111.0,T-Shirt,Clothing,2024-12-31
CUST_0131,2025-10-03,344.0,Laptop,Electronics,2025-09-05
CUST_0435,2025-09-01,146.0,Jeans,Clothing,2024-12-03
CUST_0194,2025-11-27,36.0,Lamp,Home,2025-04-02
CUST_0785,2025-11-23,250.0,Headphones,Electronics,2025-04-11
CUST_0458,2025-11-24,145.0,Lamp,Home,2024-03-22
CUST_0240,2025-11-24,182.0,Laptop,Electronics,2025-07-09
CUST_0836,2025-10-09,415.0,Clock,Home,2025-07-20
CUST_0310,2024-06-28,133.0,Clock,Home,2024-02-03
CUST_0571,2024-12-19,304.0,Vase,Home,2024-06-23
CUST_0965,2025-07-26,422.0,Vase,Home,2024-08-31
CUST_0419,2024-05-12,114.0,Sneakers,Clothing,2023-12-12
CUST_0870,2025-01-19,432.0,Jeans,Clothing,2024-06-03
CUST_0423,2025-09-27,88.0,Clock,Home,2025-06-13
CUST_0339,2025-08-11,67.0,Jacket,Clothing,2025-07-22
CUST_0053,2025-08-27,328.0,Hat,Clothing,2025-06-20
CUST_0824,2025-10-14,131.0,Clock,Home,2025-04-03
CUST_0341,2025-08-06,998.0,Headphones,Electronics,2025-05-21
CUST_0765,2025-06-15,760.0,Monitor,Electronics,2024-02-11
CUST_0566,2025-01-30,258.0,Sneakers,Clothing,2024-03-07
CUST_0268,2025-09-06,258.0,Vase,Home,2025-03-06
CUST_0481,2025-11-17,360.0,Mouse,Electronics,2025-10-28
CUST_0227,2025-08-07,306.0,Laptop,Electronics,2024-07-24
CUST_0738,2025-07-19,120.0,Jeans,Clothing,2024-05-18
CUST_0854,2024-12-10,355.0,Hat,Clothing,2024-04-03
CUST_0782,2025-10-29,255.0,Sneakers,Clothing,2024-09-04
CUST_0174,2024-04-24,270.0,Clock,Home,2023-12-03
CUST_0658,2024-02-07,449.0,Lamp,Home,2023-12-09
CUST_0685,2025-08-06,180.0,Keyboard,Electronics,2025-07-31
CUST_0725,2024-09-11,556.0,Headphones,Electronics,2024-04-10
CUST_0654,2025-11-04,357.0,Vase,Home,2023-12-23
CUST_0565,2025-06-08,582.0,Laptop,Electronics,2024-11-10
CUST_0294,2023-12-22,432.0,Vase,Home,2023-12-05
CUST_0941,2024-03-12,143.0,Rug,Home,2023-12-05
CUST_0835,2025-11-03,60.0,Sneakers,Clothing,2025-10-12
CUST_0579,2025-07-15,173.0,Rug,Home,2025-03-13
CUST_0670,2025-03-09,428.0,Keyboard,Electronics,2025-02-21
CUST_0653,2025-07-25,62.0,Rug,Home,2025-07-23
CUST_0804,2025-04-17,478.0,Lamp,Home,2024-10-30
CUST_0217,2025-12-01,158.0,Vase,Home,2023-12-24
CUST_0948,2024-12-17,356.0,Clock,Home,2024-07-27
CUST_0323,2024-02-27,186.0,Monitor,Electronics,2024-02-11
CUST_0408,2024-04-04,308.0,Jeans,Clothing,2024-01-17
CUST_0399,2025-08-10,216.0,Cushion,Home,2024-08-29
CUST_0706,2025-08-22,802.0,Monitor,Electronics,2024-08-17
CUST_0448,2025-01-24,658.0,Mouse,Electronics,2024-06-01
CUST_0407,2025-10-12,344.0,T-Shirt,Clothing,2024-09-11
CUST_0503,2024-12-13,212.0,Hat,Clothing,2024-08-19
CUST_0677,2025-08-02,342.0,Monitor,Electronics,2025-01-20
CUST_0085,2025-08-08,768.0,Keyboard,Electronics,2025-06-01
CUST_0399,2025-02-07,,T-Shirt,Clothing,2024-08-29
CUST_0369,2024-11-13,128.0,Headphones,Electronics,2024-02-11
CUST_0569,2025-07-04,33.0,T-Shirt,Clothing,2024-10-15
CUST_0612,2025-07-27,169.0,T-Shirt,Clothing,2025-02-11
CUST_0743,2025-07-30,572.0,Monitor,Electronics,2024-10-17
CUST_0143,2025-08-28,272.0,Jacket,Clothing,2025-06-21
CUST_0283,2025-05-12,420.0,Sneakers,Clothing,2024-03-07
CUST_0253,2025-10-06,120.0,Clock,Home,2025-01-26
CUST_0007,2025-06-02,214.0,Hat,Clothing,2024-04-23
CUST_0343,2025-04-03,89.0,Clock,Home,2024-08-26
CUST_0712,2025-03-07,110.0,Jacket,Clothing,2024-11-25
CUST_0299,2025-10-17,186.0,Rug,Home,2025-02-08
CUST_0403,2025-01-31,244.0,Monitor,Electronics,2024-01-24
CUST_0699,2024-08-02,382.0,Vase,Home,2024-07-06
CUST_0852,2024-08-26,91.0,Sneakers,Clothing,2024-06-17
CUST_0675,2025-10-26,424.0,Vase,Home,2025-10-17
CUST_0613,2025-10-16,293.0,Vase,Home,2025-06-16
CUST_0709,2025-02-22,424.0,Lamp,Home,2023-12-22
CUST_0832,2025-10-21,75.0,Lamp,Home,2025-01-20
CUST_0364,2024-12-25,42.0,Clock,Home,2024-07-08
CUST_0663,2025-09-16,74.0,Sneakers,Clothing,2025-06-06
CUST_0523,2025-12-01,317.0,Clock,Home,2025-10-15
CUST_0384,2025-11-06,373.0,Hat,Clothing,2025-10-12
CUST_0026,2025-10-09,464.0,Mouse,Electronics,2025-02-04
CUST_0852,2024-11-09,195.0,Jacket,Clothing,2024-06-17
CUST_0495,2025-04-15,244.0,T-Shirt,Clothing,2024-10-19
CUST_0069,2025-02-12,62.0,Laptop,Electronics,2024-09-12
CUST_0694,2024-11-21,284.0,Rug,Home,2024-06-06
CUST_0574,2025-03-30,428.0,Jeans,Clothing,2024-01-19
CUST_0656,2025-11-27,34.0,Sneakers,Clothing,2024-12-26
CUST_0461,2025-08-26,22.0,Sneakers,Clothing,2025-03-28
CUST_0771,2025-10-14,144.0,Monitor,Electronics,2025-04-17
CUST_0375,2025-09-02,156.0,Keyboard,Electronics,2025-06-11
CUST_0541,2025-09-17,218.0,Hat,Clothing,2023-12-03
CUST_0357,2024-12-06,108.0,Hat,Clothing,2023-12-12
CUST_0305,2025-08-11,364.0,Lamp,Home,2024-10-01
CUST_0313,2024-05-21,750.0,Mouse,Electronics,2024-01-23
CUST_0611,2025-06-06,236.0,Vase,Home,2025-05-02
CUST_0711,2025-11-15,210.0,Monitor,Electronics,2024-01-25
CUST_0323,2025-05-17,463.0,Lamp,Home,2024-02-11
CUST_0140,2025-05-14,278.0,Hat,Clothing,2025-03-26
CUST_0504,2025-03-17,270.0,Vase,Home,2024-01-17
CUST_0815,2024-07-25,160.0,T-Shirt,Clothing,2023-12-13
CUST_0800,2025-08-16,301.0,Vase,Home,2024-12-25
CUST_0275,2025-08-27,441.0,Hat,Clothing,2024-02-18
CUST_0452,2025-08-13,144.0,Keyboard,Electronics,2024-11-07
CUST_0254,2025-06-09,308.0,Keyboard,Electronics,2025-03-25
CUST_0450,2024-04-26,870.0,Headphones,Electronics,2023-12-28
CUST_0882,2025-10-16,104.0,Vase,Home,2025-04-18
CUST_0834,2025-01-24,398.0,Monitor,Electronics,2024-10-11
CUST_0173,2025-08-19,168.0,Cushion,Home,2025-05-29
CUST_0527,2025-09-12,808.0,Headphones,Electronics,2024-09-30
CUST_0284,2025-10-18,379.0,Rug,Home,2024-08-01
CUST_0729,2025-09-22,540.0,Keyboard,Electronics,2025-07-02
CUST_0643,2025-08-30,58.0,Sneakers,Clothing,2025-01-30
CUST_0096,2025-02-15,375.0,Cushion,Home,2024-07-24
CUST_0974,2025-10-31,21.0,Hat,Clothing,2025-02-24
CUST_0096,2025-08-02,455.0,Jacket,Clothing,2024-07-24
CUST_0224,2025-04-27,314.0,Keyboard,Electronics,2024-02-13
CUST_0561,2025-10-07,912.0,Monitor,Electronics,2025-05-13
CUST_0699,2024-08-24,680.0,Laptop,Electronics,2024-07-06
CUST_0128,2024-06-29,20.0,Sneakers,Clothing,2024-01-20
CUST_0706,2025-11-25,202.0,Mouse,Electronics,2024-08-17
CUST_0096,2025-06-24,62.0,Jacket,Clothing,2024-07-24
CUST_0170,2025-01-14,391.0,Jacket,Clothing,2024-12-19
CUST_0672,2024-04-03,20.0,Lamp,Home,2024-01-01
CUST_0608,2025-02-14,,Vase,Home,2024-10-22
CUST_0124,2025-06-28,264.0,Rug,Home,2024-04-22
CUST_0749,2024-06-01,416.0,Mouse,Electronics,2024-02-18
CUST_0793,2025-11-03,110.0,Headphones,Electronics,2024-09-13
CUST_0666,2024-10-07,389.0,Jacket,Clothing,2024-07-15
CUST_0942,2025-08-22,460.0,Vase,Home,2025-01-24
CUST_0144,2024-04-18,199.0,Vase,Home,2023-12-14
CUST_0144,2024-08-23,147.0,T-Shirt,Clothing,2023-12-14
CUST_0623,2025-06-23,454.0,Lamp,Home,2025-04-12
CUST_0211,2025-11-29,116.0,Clock,Home,2025-03-09
CUST_0056,2025-09-26,77.0,Sneakers,Clothing,2025-08-27
CUST_0073,2025-11-08,996.0,Mouse,Electronics,2024-05-17
CUST_0860,2025-06-29,299.0,Jacket,Clothing,2024-09-11
CUST_0978,2025-02-24,108.0,Monitor,Electronics,2025-01-18
CUST_0945,2025-04-12,166.0,Hat,Clothing,2025-03-28
CUST_0426,2025-11-06,62.0,Vase,Home,2025-07-21
CUST_0157,2024-09-15,120.0,Mouse,Electronics,2023-12-06
CUST_0828,2024-05-27,220.0,Cushion,Home,2023-12-20
CUST_0666,2025-06-28,178.0,Lamp,Home,2024-07-15
CUST_0867,2025-01-31,128.0,Headphones,Electronics,2024-10-01
CUST_0627,2025-03-25,81.0,Jeans,Clothing,2025-02-25
CUST_0012,2025-08-18,287.0,Jacket,Clothing,2025-07-29
CUST_0266,2024-12-01,403.0,Jeans,Clothing,2024-06-14
CUST_0908,2024-10-12,866.0,Mouse,Electronics,2024-08-13
CUST_0270,2025-11-29,274.0,Lamp,Home,2025-02-07
CUST_0512,2025-05-12,150.0,Jeans,Clothing,2025-02-16
CUST_0691,2025-04-13,42.0,Monitor,Electronics,2025-02-13
CUST_0251,2024-12-22,216.0,Jacket,Clothing,2024-11-29
CUST_0984,2024-03-30,134.0,Vase,Home,2024-02-23
CUST_0738,2025-04-10,312.0,T-Shirt,Clothing,2024-05-18
CUST_0924,2025-07-20,862.0,Headphones,Electronics,2025-07-07
CUST_0411,2024-06-23,416.0,Jacket,Clothing,2024-04-14
CUST_0567,2025-03-20,244.0,Mouse,Electronics,2024-07-30
CUST_0758,2025-09-04,322.0,Jacket,Clothing,2025-07-04
CUST_0795,2024-11-16,409.0,Clock,Home,2024-08-08
CUST_0955,2025-10-25,594.0,Headphones,Electronics,2025-09-03
CUST_0899,2024-02-25,408.0,T-Shirt,Clothing,2024-02-16
CUST_0745,2025-11-14,582.0,Headphones,Electronics,2025-10-26
CUST_0985,2025-08-13,134.0,Mouse,Electronics,2025-08-06
CUST_0866,2025-12-02,254.0,Jacket,Clothing,2024-06-18
CUST_0098,2025-07-06,116.0,Keyboard,Electronics,2024-10-21
CUST_0679,2025-11-26,338.0,Headphones,Electronics,2025-03-25
CUST_0821,2025-07-25,182.0,Cushion,Home,2025-04-16
CUST_0967,2024-09-08,150.0,Monitor,Electronics,2024-02-14
CUST_0478,2025-10-29,294.0,T-Shirt,Clothing,2025-09-19
CUST_0463,2025-05-05,456.0,Jacket,Clothing,2024-06-24
CUST_0703,2025-05-29,40.0,Clock,Home,2024-12-25
CUST_0152,2024-06-27,202.0,Rug,Home,2024-03-26
CUST_0307,2024-10-23,454.0,Laptop,Electronics,2024-01-31
CUST_0564,2025-09-28,144.0,Keyboard,Electronics,2025-08-28
CUST_0013,2025-03-10,242.0,Headphones,Electronics,2025-02-07
CUST_0646,2025-11-22,640.0,Monitor,Electronics,2025-06-10
CUST_0023,2024-08-28,868.0,Keyboard,Electronics,2024-06-23
CUST_0850,2025-09-13,41.0,T-Shirt,Clothing,2024-07-26
CUST_0947,2025-08-14,274.0,Sneakers,Clothing,2024-01-05
CUST_0177,2025-07-15,320.0,Headphones,Electronics,2025-04-16
CUST_0036,2025-01-16,275.0,Cushion,Home,2024-05-10
